number,userid,vehicleid,stationid,reservationno,logtime,longitude,latitude,speed,heading,charge,fuel,hdop,km,stationid2,station_dt,gpsenginelockstate,gpsdoorlockstate,doorlockstate,enginestate,frontdoorstate,reardoorstate
269,2241,77,7,6609,01-01-18 11:41,99.59282177,13.95300465,40.3736,223.4,13.75,80,0.7,3632.913331,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
270,2241,77,7,6609,01-01-18 11:42,99.59015963,13.9510487,46.4852,244.6,13.71,80,0.7,3633.273656,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
271,2241,77,7,6609,01-01-18 11:42,99.58744657,13.9495214,41.8552,234.5,12.83,80,0.6,3633.612126,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
272,2241,77,7,6609,01-01-18 11:43,99.58499265,13.94800493,30.3728,240.3,12.94,80,0.6,3633.926072,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
273,2241,77,7,6609,01-01-18 11:43,99.58351178,13.9469476,25.002,226.8,12.8,80,0.6,3634.12447,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
274,2241,77,7,6609,01-01-18 11:44,99.58132063,13.94575487,44.0776,244.4,12.8,80,0.6,3634.395587,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
275,2241,77,7,6609,01-01-18 11:44,99.5783295,13.94378323,46.3,238.7,12.65,80,0.6,3634.785794,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
276,2241,77,7,6609,01-01-18 11:45,99.57503938,13.94227938,46.8556,239.5,12.58,80,0.6,3635.178266,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
277,2241,77,7,6609,01-01-18 11:45,99.57180437,13.94034387,51.3004,236.8,12.69,80,0.7,3635.588394,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
278,2241,77,7,6609,01-01-18 11:46,99.56802083,13.93795915,55.0044,238.7,12.69,80,0.7,3636.075262,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
279,2241,77,7,6609,01-01-18 11:46,99.56502587,13.93609993,23.7056,241.5,12.65,80,0.6,3636.458943,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
280,2241,77,7,6609,01-01-18 11:47,99.56307982,13.93508683,30.3728,243.2,12.65,80,0.6,3636.69727,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
281,2241,77,7,6609,01-01-18 11:53,99.52686528,13.95567205,0,0,12.54,-1,1,3641.22643,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
282,2241,77,7,6609,01-01-18 12:06,99.52685133,13.95587457,0,0,12.5,-1,0.9,3641.248999,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
283,2241,77,7,6609,01-01-18 12:19,99.5347494,13.94763092,44.6332,116.8,13.67,80,0.7,3642.500676,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
284,2241,77,7,6609,01-01-18 12:19,99.53484733,13.94758097,43.1516,116.7,13.6,80,0.7,3642.512615,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
285,2241,77,7,6609,01-01-18 12:20,99.5380072,13.94598225,51.4856,118.1,13.56,80,0.7,3642.897173,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
286,2241,77,7,6609,01-01-18 12:24,99.56621865,13.93667953,31.1136,61.7,12.72,80,0.6,3646.112665,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
287,2241,77,7,6609,01-01-18 12:25,99.56945823,13.93882793,59.264,56.4,12.69,80,0.6,3646.536106,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
288,2241,77,7,6609,01-01-18 12:25,99.57164422,13.94026615,61.116,55.5,12.69,80,0.6,3646.821114,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
289,2241,77,7,6609,01-01-18 12:26,99.57526433,13.9424176,61.3012,60.4,12.72,80,0.6,3647.279222,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
290,2241,77,7,6609,01-01-18 12:26,99.57943908,13.9444828,56.486,59.2,12.76,80,0.6,3647.784904,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
291,2241,77,7,6609,01-01-18 12:27,99.58276962,13.9464084,41.4848,51.9,12.69,80,0.6,3648.203271,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
292,2241,77,7,6609,01-01-18 12:27,99.58563468,13.9484067,46.4852,60.5,12.65,80,0.6,3648.584021,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
293,2241,77,7,6609,01-01-18 12:28,99.58761802,13.9496629,53.8932,54.5,12.61,80,0.6,3648.839602,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
294,2241,77,7,6609,01-01-18 12:28,99.58947443,13.95075873,36.6696,61.5,12.65,80,0.6,3649.074084,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
295,2241,77,7,6609,01-01-18 12:28,99.59160042,13.95185095,54.8192,51.2,12.65,80,0.6,3649.333672,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
296,2241,77,7,6609,01-01-18 12:29,99.59439287,13.95416132,14.816,69.3,12.58,80,0.6,3649.72966,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
297,2241,77,7,6609,01-01-18 12:29,99.59507995,13.9544281,11.6676,78.3,12.69,80,0.6,3649.80952,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
298,2241,77,7,6609,01-01-18 12:30,99.59752005,13.95593812,42.4108,55.1,12.69,80,0.6,3650.121816,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
299,2241,77,7,6609,01-01-18 12:30,99.59899663,13.95846933,39.2624,26.7,12.65,80,0.6,3650.445248,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
300,2241,77,7,6609,01-01-18 12:31,99.59922997,13.95887033,0,32.8,12.58,80,0.6,3650.496456,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
301,2241,77,7,6609,01-01-18 12:32,99.60469558,13.9572294,33.8916,72.3,12.69,80,0.6,3651.113838,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
302,2241,77,7,6609,01-01-18 12:32,99.60478017,13.95725632,33.7064,71.5,12.69,80,0.6,3651.123444,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
303,2241,77,7,6609,01-01-18 12:32,99.60780137,13.95705783,53.5228,98.4,12.61,80,0.6,3651.450214,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
304,2241,77,7,6609,01-01-18 12:33,99.61110268,13.95661287,41.1144,96.5,12.72,80,0.6,3651.809886,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
305,2241,77,7,6609,01-01-18 12:34,99.61523615,13.9535978,54.0784,112.7,12.69,80,0.6,3652.367886,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
306,2241,77,7,6609,01-01-18 12:35,99.61887137,13.95217828,46.6704,111.7,12.69,80,0.6,3652.790741,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
307,2241,77,7,6609,01-01-18 12:35,99.62170248,13.95107283,27.0392,109.2,12.61,80,0.8,3653.120061,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
308,2241,77,7,6609,01-01-18 12:36,99.62281195,13.95065018,7.7784,110.4,12.69,80,0.8,3653.248682,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
309,2241,77,7,6609,01-01-18 12:36,99.6234806,13.95108047,14.4456,23.9,12.72,80,0.6,3653.335261,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
310,2241,77,7,6609,01-01-18 12:37,99.62420142,13.95285295,16.1124,22.9,12.72,80,1.1,3653.547147,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
311,2241,77,7,6609,01-01-18 12:37,99.62479052,13.95421818,32.9656,20.9,12.69,80,0.6,3653.711727,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
312,2241,77,7,6609,01-01-18 12:38,99.62597498,13.95701228,58.1528,22.1,12.72,80,0.8,3654.047683,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
313,2241,77,7,6609,01-01-18 12:38,99.62811453,13.96213547,65.0052,24.3,12.69,80,0.8,3654.662363,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
314,2241,77,7,6609,01-01-18 12:39,99.6292963,13.9670372,71.302,6.4,12.65,80,0.6,3655.22213,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
315,2241,77,7,6609,01-01-18 12:39,99.62985968,13.97209055,58.8936,6.4,12.69,80,0.6,3655.787316,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
316,2241,77,7,6609,01-01-18 12:40,99.63048643,13.97498548,21.4832,1.7,12.65,80,0.6,3656.116245,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
317,2241,77,7,6609,01-01-18 12:40,99.62855848,13.9763156,57.0416,294.2,12.72,80,0.6,3656.371495,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
318,2241,77,7,6609,01-01-18 12:41,99.62441088,13.97807665,62.4124,293.9,12.69,80,0.8,3656.859998,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
319,2241,77,7,6609,01-01-18 12:41,99.62127677,13.97943467,50.7448,294.1,12.65,80,0.6,3657.230358,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
320,2241,77,7,6609,01-01-18 12:42,99.61917918,13.980237,26.6688,281.8,12.69,80,0.6,3657.473639,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
321,2241,77,7,6609,01-01-18 12:42,99.61770335,13.98058843,0,346.8,12.54,80,0.6,3657.637607,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
322,2241,77,7,6609,01-01-18 12:43,99.61808275,13.98060375,34.262,99.3,12.72,80,0.8,3657.67858,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
323,2241,77,7,6609,01-01-18 12:43,99.6221065,13.98001148,51.3004,87.7,12.72,80,0.8,3658.117714,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
324,2241,77,7,6609,01-01-18 12:44,99.62759928,13.98096615,86.6736,88.6,12.76,80,0.8,3658.719823,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
325,2241,77,7,6609,01-01-18 12:44,99.63277197,13.98037698,60.0048,98.3,12.65,80,0.8,3659.281793,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
326,2241,77,7,6609,01-01-18 12:45,99.63578727,13.97991132,28.1504,99,12.69,80,0.8,3659.611242,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
327,2241,77,7,6609,01-01-18 12:45,99.63812573,13.97957743,25.5576,98,12.76,80,0.8,3659.866283,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
328,2241,77,7,6609,01-01-18 12:46,99.6384338,13.97951033,2.778,89.8,12.32,80,0.8,3659.900351,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
329,2241,77,7,6609,01-01-18 12:46,99.63869218,13.97946537,0,98.2,12.21,80,0.8,3659.928675,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
330,2241,77,7,6609,01-01-18 12:47,99.63870513,13.97946307,0,98.2,12.94,80,0.8,3659.930096,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
331,2241,77,7,6609,01-01-18 12:47,99.63870473,13.97946325,0,98.2,12.98,80,0.8,3659.930144,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
332,2241,77,7,6609,01-01-18 12:48,99.63962533,13.97931088,31.484,98.8,13.09,80,0.8,3660.030912,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
333,2241,77,7,6609,01-01-18 12:48,99.64080258,13.97914777,0,95.3,13.02,80,0.8,3660.159228,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
334,2241,77,7,6609,01-01-18 12:49,99.64080912,13.9791277,0.5556,95.3,12.94,80,0.8,3660.161568,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
335,2241,77,7,6609,01-01-18 12:49,99.64078348,13.9791385,0.7408,95.3,12.61,80,0.8,3660.164583,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
336,2241,77,7,6609,01-01-18 12:50,99.64080303,13.97913535,0,95.3,12.69,80,0.8,3660.166722,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
337,2241,77,7,6609,01-01-18 12:50,99.64080163,13.97913343,0,95.3,12.72,80,0.8,3660.166983,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
338,2241,77,7,6609,01-01-18 12:51,99.64079503,13.97913657,0,95.3,12.72,80,0.8,3660.167776,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
339,2241,77,7,6609,01-01-18 12:51,99.64131915,13.97905737,36.8548,98.4,12.72,80,0.8,3660.225011,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
340,2241,77,7,6609,01-01-18 12:52,99.64556853,13.97846513,55.7452,98.9,12.76,80,0.8,3660.688232,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
341,2241,77,7,6609,01-01-18 12:52,99.65024002,13.97778727,56.6712,98.4,12.69,80,0.8,3661.1979,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
342,2241,77,7,6609,01-01-18 12:53,99.65490423,13.97711995,48.3372,97.7,12.69,80,0.8,3661.706622,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
343,2241,77,7,6609,01-01-18 12:53,99.65953872,13.97642288,65.746,98.3,12.72,80,0.8,3662.212667,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
344,2241,77,7,6609,01-01-18 12:54,99.6646862,13.975654,62.5976,99,12.72,80,0.8,3662.774638,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
345,2241,77,7,6609,01-01-18 12:54,99.66967498,13.97494913,66.4868,97.5,12.65,80,0.8,3663.318622,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
346,2241,77,7,6609,01-01-18 12:55,99.675023,13.97415753,64.6348,98.4,12.72,80,0.8,3663.902368,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
347,2241,77,7,6609,01-01-18 12:55,99.67987343,13.97343965,72.9688,98.6,12.65,80,0.8,3664.431803,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
348,2241,77,7,6609,01-01-18 12:56,99.68532415,13.97263878,70.9316,98.2,12.72,80,0.8,3665.026664,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
349,2241,77,7,6609,01-01-18 12:56,99.68754963,13.97233363,0,99.9,12.14,80,0.9,3665.26919,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
350,2241,77,7,6609,01-01-18 12:57,99.68759163,13.97231773,1.852,88.8,12.32,80,0.8,3665.274054,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
351,2241,77,7,6609,01-01-18 12:57,99.68796682,13.97226378,22.7796,99.2,13.05,80,0.8,3665.31498,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
352,2241,77,7,6609,01-01-18 12:58,99.69030247,13.97192292,7.5932,102,13.12,80,0.8,3665.569843,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
353,2241,77,7,6609,01-01-18 12:58,99.69032162,13.97191128,0,96.8,13.09,80,0.9,3665.572281,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
354,2241,77,7,6609,01-01-18 12:59,99.69043912,13.97189425,0,97.8,13.09,80,0.8,3665.5851,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
355,2241,77,7,6609,01-01-18 12:59,99.6904613,13.97188138,8.7044,111.7,12.76,80,0.8,3665.587889,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
356,2241,77,7,6609,01-01-18 13:00,99.69263622,13.9715792,41.67,97.9,12.83,80,0.8,3665.824967,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
357,2241,77,7,6609,01-01-18 13:00,99.69665223,13.97097312,60.5604,98.9,12.76,80,0.8,3666.263526,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
358,2241,77,7,6609,01-01-18 13:01,99.70198722,13.97018953,71.4872,97.4,12.76,80,0.8,3666.845758,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
359,2241,77,7,6609,01-01-18 13:01,99.70723135,13.96941087,66.8572,97.4,12.72,80,0.6,3667.418218,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
360,2241,77,7,6609,01-01-18 13:02,99.7129605,13.96855187,75.5616,98.3,12.76,80,0.8,3668.043766,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
361,2241,77,7,6609,01-01-18 13:03,99.71825673,13.96732868,77.9692,108.9,12.69,80,0.8,3668.631228,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
362,2241,77,7,6609,01-01-18 13:03,99.72368683,13.96548545,69.8204,103.1,12.69,80,0.8,3669.25199,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
363,2241,77,7,6609,01-01-18 13:04,99.72769455,13.96655953,29.0764,53,12.72,80,0.8,3669.700643,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
364,2241,77,7,6609,01-01-18 13:04,99.73032455,13.96766923,60.9308,91.1,12.72,80,0.8,3670.010104,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
365,2241,77,7,6609,01-01-18 13:05,99.73529527,13.96695525,71.1168,98.9,12.72,80,0.8,3670.552324,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
366,2241,77,7,6609,01-01-18 13:05,99.74026602,13.9664772,63.5236,86.6,12.65,80,0.8,3671.091333,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
367,2241,77,7,6609,01-01-18 13:06,99.745559,13.96719875,61.3012,82.1,12.58,80,0.8,3671.668094,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
368,2241,77,7,6609,01-01-18 13:06,99.74990915,13.96646657,55.3748,124.5,12.76,80,0.8,3672.144516,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
369,2241,77,7,6609,01-01-18 13:07,99.75130097,13.96506533,2.778,139.6,12.69,80,0.8,3672.360926,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
370,2241,77,7,6609,01-01-18 13:07,99.75240302,13.96378173,32.5952,108.1,12.58,80,0.9,3672.546705,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
371,2241,77,7,6609,01-01-18 13:08,99.7534291,13.96718552,58.338,7.8,12.61,80,0.8,3672.941052,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
372,2241,77,7,6609,01-01-18 13:08,99.75314398,13.96995153,8.7044,265.4,12.69,80,0.8,3673.250154,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
373,2241,77,7,6609,01-01-18 13:09,99.75301345,13.97002332,0,349.6,12.14,80,0.8,3673.266343,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
374,2241,77,7,6609,01-01-18 13:09,99.75301318,13.97002425,0,349.6,12.1,80,0.8,3673.266451,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
375,2241,77,7,6609,01-01-18 13:10,99.75301292,13.9700255,0,349.6,12.25,-1,0.8,3673.266593,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
376,2241,77,7,6609,01-01-18 13:12,99.75298057,13.97022985,0,345,12.72,-1,0.7,3673.289582,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
377,2241,77,7,6609,01-01-18 13:12,99.75298082,13.97022797,0,345,12.5,-1,0.7,3673.289793,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
378,2241,77,7,6609,01-01-18 13:12,99.75298083,13.970228,0,345,12.5,-1,0.7,3673.289798,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
379,2241,77,7,6609,01-01-18 13:15,99.7529721,13.97024555,0,345,12.36,-1,1,3673.291965,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
380,2241,77,7,6609,01-01-18 13:18,99.7529729,13.97024683,0,345,12.39,-1,0.7,3673.292131,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
381,2241,77,7,6609,01-01-18 13:21,99.752973,13.97024918,0,345,12.36,-1,0.8,3673.292393,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
382,2241,77,7,6609,01-01-18 13:24,99.75297288,13.9702506,0,345,12.36,-1,0.8,3673.292551,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
383,2241,77,7,6609,01-01-18 13:27,99.75297253,13.97025205,0,345,12.32,-1,0.8,3673.292717,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
384,2241,77,7,6609,01-01-18 13:30,99.75297267,13.97025177,0,345,12.32,-1,0.8,3673.292751,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
385,2241,77,7,6609,01-01-18 13:33,99.75297367,13.97025038,0,345,12.28,-1,0.9,3673.292939,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,STOP,CLOSE,CLOSE
386,2241,77,7,6609,01-01-18 13:36,99.75297373,13.9702497,0,345,12.28,-1,0.9,3673.293015,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
387,2241,77,7,6609,01-01-18 13:36,99.75297373,13.97024972,0,345,12.28,-1,0.9,3673.293017,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
388,2241,77,7,6609,01-01-18 13:36,99.75297375,13.97024975,0,345,12.25,-1,0.9,3673.293021,0,30-12-17 7:16,UNLOCK,UNLOCK,UNLOCK,STOP,CLOSE,CLOSE
389,2241,77,7,6609,01-01-18 13:37,99.75297372,13.97024973,0,345,12.36,80,0.9,3673.293025,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
390,2241,77,7,6609,01-01-18 13:37,99.75297365,13.97024972,0,345,13.42,80,0.9,3673.293033,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
391,2241,77,7,6609,01-01-18 13:38,99.7529737,13.9702496,0,345,13.42,80,0.9,3673.293047,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
392,2241,77,7,6609,01-01-18 13:38,99.75297355,13.9702495,0,345,13.31,80,0.9,3673.293067,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
393,2241,77,7,6609,01-01-18 13:39,99.753141,13.97029732,9.0748,72.5,13.53,80,0.9,3673.311901,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
394,2241,77,7,6609,01-01-18 13:39,99.75277005,13.97344828,68.7092,344.1,13.67,80,0.9,3673.664552,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
395,2241,77,7,6609,01-01-18 13:40,99.75207113,13.97781702,53.1524,19.1,13.71,80,0.9,3674.156152,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
396,2241,77,7,6609,01-01-18 13:40,99.75238663,13.98219003,64.2644,2.5,13.6,80,0.9,3674.6436,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
397,2241,77,7,6609,01-01-18 13:41,99.7536119,13.98723975,74.6356,26.6,13.6,80,0.9,3675.220456,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
398,2241,77,7,6609,01-01-18 13:41,99.75585978,13.99230253,66.1164,9.6,13.64,80,0.9,3675.833436,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
399,2241,77,7,6609,01-01-18 13:42,99.75678718,13.99667398,52.9672,29.4,13.6,80,0.9,3676.329712,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
400,2241,77,7,6609,01-01-18 13:42,99.76058908,13.9994369,75.7468,55.9,13.64,80,0.9,3676.842203,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
401,2241,77,7,6609,01-01-18 13:43,99.76570993,14.00288912,78.5248,55.2,13.64,80,0.9,3677.514964,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
402,2241,77,7,6609,01-01-18 13:43,99.77083,14.00636378,82.0436,56.1,13.67,80,0.9,3678.189076,0,30-12-17 7:16,UNLOCK,UNLOCK,LOCK,START,CLOSE,CLOSE
