reservation type, duration 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
daily, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
hourly, 0.17 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
daily, 0.18 
